cache_policy_short	cache_percentage	batch_size	unsupervised	dataset_short	sample_type_short	pipeline	Step(average) L1 sample	Step(average) L1 recv	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	train_process_time	epoch_time:train_total	epoch_time:copy_time
Rep_2	4.000000	4000	True	UK	3HopRnd	False	0.006117	0.002760	0.119776	0.049900	0.001838	0.000003	0.064359	45.872823	0.000000	54.127177	0.462057	0.000000	0.537943	304.487724	0.000000	10.260439	0.559648	0.000000	0.660352	0.040000	0.000000	0.040000	28.7976	8.333300	20.464300
Coll_2	4.000000	4000	True	UK	3HopRnd	False	0.006111	0.002765	0.078224	0.049999	0.000836	0.006642	0.038012	20.895262	47.437913	31.666825	0.206696	0.478010	0.315294	307.430286	87.847987	10.246816	0.257012	0.583486	0.389502	0.039803	0.077883	0.117685	21.8758	8.349900	13.525900
Cliq_2	6.000000	4000	True	UK	3HopRnd	False	0.006107	0.002755	0.077388	0.049733	0.001042	0.024514	0.027516	25.947186	51.179815	22.872999	0.258168	0.516336	0.225496	306.286363	25.679682	10.224520	0.319150	0.629512	0.281338	0.060000	0.120000	0.180000	21.6899	8.305400	13.384500
Rep_2	6.000000	4000	True	UK	3HopRnd	False	0.006113	0.002760	0.103008	0.049982	0.002150	0.000003	0.054792	54.273056	0.000000	45.726944	0.542458	0.000000	0.457542	310.492369	0.000000	10.265028	0.667559	0.000000	0.562441	0.060000	0.000000	0.060000	26.0110	8.347000	17.664000
Coll_2	6.000000	4000	True	UK	3HopRnd	False	0.006114	0.002759	0.061170	0.050101	0.000906	0.007437	0.028075	21.985464	54.486584	23.527952	0.224327	0.545454	0.230219	296.051497	89.382322	10.224079	0.268223	0.664736	0.287041	0.059990	0.116192	0.176182	19.0441	8.367000	10.677100
Cliq_2	8.000000	4000	True	UK	3HopRnd	False	0.006108	0.002751	0.066894	0.049795	0.001119	0.026342	0.020569	27.331743	55.438332	17.229924	0.277919	0.555838	0.166244	297.986833	25.675638	10.219509	0.333447	0.676348	0.210205	0.080000	0.160000	0.240000	19.9473	8.315800	11.631500
Rep_2	8.000000	4000	True	UK	3HopRnd	False	0.006122	0.002751	0.090553	0.049901	0.002389	0.000003	0.047797	60.176893	0.000000	39.823107	0.602553	0.000000	0.397447	309.826614	0.000000	10.248012	0.740176	0.000000	0.489824	0.080000	0.000000	0.080000	23.9159	8.333400	15.582500
Coll_2	8.000000	4000	True	UK	3HopRnd	False	0.006131	0.002751	0.049664	0.050247	0.001295	0.006718	0.021837	31.924789	49.780674	18.294538	0.323517	0.499526	0.176957	300.758627	90.402533	10.220880	0.389482	0.607324	0.223193	0.079970	0.148962	0.228932	17.1454	8.391300	8.754100
Cliq_2	10.000000	4000	True	UK	3HopRnd	False	0.006105	0.002750	0.059009	0.049954	0.001177	0.027715	0.015352	28.857422	58.299180	12.843398	0.292643	0.585286	0.122071	299.116862	25.662998	10.206452	0.352061	0.711250	0.156689	0.100000	0.200000	0.300000	18.6569	8.342300	10.314600
Rep_2	10.000000	4000	True	UK	3HopRnd	False	0.006120	0.002755	0.080707	0.050032	0.002566	0.000003	0.042119	64.612417	0.000000	35.387583	0.649917	0.000000	0.350083	307.198552	0.000000	10.250208	0.788271	0.000000	0.431729	0.100000	0.000000	0.100000	22.2942	8.355300	13.938900
Coll_2	10.000000	4000	True	UK	3HopRnd	False	0.006137	0.002757	0.040445	0.050108	0.001478	0.006700	0.016572	37.054592	49.196519	13.748888	0.370233	0.497648	0.132119	308.370422	90.315998	10.204642	0.455771	0.605117	0.169111	0.099742	0.185090	0.284832	15.5836	8.368000	7.215600
Cliq_2	15.000000	4000	True	UK	3HopRnd	False	0.006098	0.002750	0.046292	0.049919	0.001275	0.029946	0.006921	31.196369	63.028304	5.775327	0.316064	0.632127	0.051809	298.506434	25.677730	10.180463	0.380596	0.768945	0.070459	0.150000	0.300000	0.450000	16.5272	8.336400	8.190800
Rep_2	15.000000	4000	True	UK	3HopRnd	False	0.006092	0.002764	0.062712	0.050029	0.002904	0.000003	0.032008	73.380335	0.000000	26.619665	0.736349	0.000000	0.263651	310.805139	0.000000	10.229376	0.902578	0.000000	0.327422	0.150000	0.000000	0.150000	19.2903	8.354900	10.935400
Coll_2	15.000000	4000	True	UK	3HopRnd	False	0.006123	0.002755	0.025263	0.049958	0.001791	0.006574	0.007957	44.552862	48.801710	6.645428	0.449309	0.490361	0.060331	303.486835	90.565996	10.189043	0.543545	0.595381	0.081074	0.149621	0.275775	0.425396	13.0228	8.343000	4.679800
Cliq_2	20.000000	4000	True	UK	3HopRnd	False	0.006114	0.002753	0.039896	0.049920	0.001328	0.031108	0.002656	32.860931	64.948552	2.190517	0.327669	0.655339	0.016992	304.359528	25.680442	10.144337	0.404189	0.798867	0.026943	0.200000	0.400000	0.600000	15.4599	8.336600	7.123300
Rep_2	20.000000	4000	True	UK	3HopRnd	False	0.006129	0.002758	0.050375	0.050223	0.003141	0.000003	0.024954	79.259559	0.000000	20.740441	0.796385	0.000000	0.203615	310.376497	0.000000	10.223107	0.974893	0.000000	0.255107	0.200000	0.000000	0.200000	17.2612	8.387200	8.874000
Coll_2	20.000000	4000	True	UK	3HopRnd	False	0.006104	0.002751	0.017485	0.050036	0.002152	0.005814	0.003838	53.969766	42.860772	3.169461	0.540170	0.433442	0.026388	308.470318	90.675525	10.157471	0.663828	0.527188	0.038984	0.199788	0.347111	0.546898	11.7364	8.356100	3.380300
Cliq_2	25.000000	4000	True	UK	3HopRnd	False	0.006121	0.002755	0.036899	0.049790	0.001354	0.031634	0.000671	33.404789	66.052941	0.542270	0.332526	0.665051	0.002423	303.455618	25.682847	9.940271	0.410879	0.812451	0.006670	0.250000	0.500000	0.750000	14.9381	8.315000	6.623100
Rep_2	25.000000	4000	True	UK	3HopRnd	False	0.006112	0.002752	0.040997	0.050088	0.003320	0.000002	0.019593	83.600154	0.000000	16.399846	0.842000	0.000000	0.158000	307.205384	0.000000	10.211715	1.019922	0.000000	0.200078	0.250000	0.000000	0.250000	15.6715	8.364700	7.306800
Coll_2	25.000000	4000	True	UK	3HopRnd	False	0.006137	0.002743	0.013499	0.049938	0.002578	0.004662	0.001983	64.785791	33.581841	1.632368	0.648424	0.339832	0.011744	309.102108	88.600738	10.125126	0.796865	0.413057	0.020078	0.249614	0.388888	0.638502	11.0531	8.339700	2.713400
Cliq_2	30.000000	4000	True	UK	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.333333	0.666667	0.000000	nan	nan	nan	nan	0.000000	nan	0.300000	0.600000	0.900000	nan	nan	nan
Rep_2	30.000000	4000	True	UK	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.877960	0.000000	0.122040	nan	nan	nan	nan	0.000000	nan	0.300000	0.000000	0.300000	nan	nan	nan
Coll_2	30.000000	4000	True	UK	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.722900	0.272144	0.004956	nan	nan	nan	nan	0.000000	nan	0.299519	0.408782	0.708300	nan	nan	nan
Cliq_2	0	4000	True	CF	3HopRnd	False	0.035693	0.009161	0.602364	0.602924	0	0	0.602364	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.159970	0.000000	0.000000	6.120000	0	0	0	202.8138	100.688200	102.125600
Rep_2	0	4000	True	CF	3HopRnd	False	0.035691	0.009150	0.601955	0.603015	0	0	0.601955	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.183485	0.000000	0.000000	6.130000	0	0	0	202.7589	100.703500	102.055400
Coll_2	0	4000	True	CF	3HopRnd	False	0.035654	0.009149	0.602373	0.602529	0	0	0.602373	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.159818	0.000000	0.000000	6.120000	0	0	0	202.7474	100.622400	102.125000
Cliq_2	1.000000	4000	True	CF	3HopRnd	False	0.035665	0.009146	0.874754	0.133326	0.001522	0.035644	0.467459	7.432726	14.952895	77.614379	0.074757	0.149515	0.775728	298.871756	25.673807	10.161319	0.454883	0.915117	4.750000	0.010000	0.020000	0.030000	169.8776	22.265500	147.612100
Rep_2	1.000000	4000	True	CF	3HopRnd	False	0.035804	0.009146	0.982509	0.133823	0.001842	0.000003	0.548784	8.823529	0.000000	91.176471	0.089709	0.000000	0.910291	293.159609	0.000000	10.167935	0.540000	0.000000	5.580000	0.010000	0.000000	0.010000	187.9559	22.348500	165.607400
Coll_2	1.000000	4000	True	CF	3HopRnd	False	0.035677	0.009156	0.851829	0.133603	0.001436	0.011979	0.468015	6.910775	15.311447	77.777778	0.070420	0.153115	0.776465	294.526082	78.225273	10.170614	0.422939	0.937061	4.760000	0.010000	0.019962	0.029962	166.0973	22.311800	143.785500
Cliq_2	2.000000	4000	True	CF	3HopRnd	False	0.035663	0.009148	0.740337	0.133348	0.002524	0.059397	0.377671	12.254902	25.000000	62.745098	0.124666	0.249333	0.626001	297.147385	25.758877	10.167580	0.750000	1.530000	3.840000	0.020000	0.040000	0.060000	147.4340	22.269100	125.164900
Rep_2	2.000000	4000	True	CF	3HopRnd	False	0.035655	0.009149	0.906966	0.133832	0.003288	0.000004	0.505239	16.313214	0.000000	83.686786	0.161982	0.000000	0.838018	304.136253	0.000000	10.153610	1.000000	0.000000	5.130000	0.020000	0.000000	0.020000	175.3419	22.349800	152.992100
Coll_2	2.000000	4000	True	CF	3HopRnd	False	0.035706	0.009145	0.701211	0.133462	0.002373	0.019858	0.378065	11.745514	25.611746	62.642741	0.117085	0.256355	0.626560	303.413401	79.061335	10.156984	0.720000	1.570000	3.840000	0.020000	0.039994	0.059994	140.9184	22.288200	118.630200
Cliq_2	3.000000	4000	True	CF	3HopRnd	False	0.035656	0.009145	0.637724	0.133286	0.003287	0.077551	0.308864	16.176471	32.516340	51.307190	0.162803	0.325606	0.511591	301.186492	25.660533	10.166287	0.990000	1.990000	3.140000	0.030000	0.060000	0.090000	130.2867	22.258800	108.027900
Rep_2	3.000000	4000	True	CF	3HopRnd	False	0.035685	0.009150	0.842125	0.133922	0.004525	0.000003	0.467935	22.512235	0.000000	77.487765	0.224274	0.000000	0.775726	304.972376	0.000000	10.150983	1.380000	0.000000	4.750000	0.030000	0.000000	0.030000	164.5288	22.365000	142.163800
Coll_2	3.000000	4000	True	CF	3HopRnd	False	0.035699	0.009149	0.587023	0.133559	0.003018	0.025779	0.309764	15.008157	33.768352	51.223491	0.149266	0.337857	0.512877	304.837641	80.297917	10.136749	0.920000	2.070000	3.140000	0.029978	0.059778	0.089756	121.8661	22.304400	99.561700
Cliq_2	4.000000	4000	True	CF	3HopRnd	False	0.035655	0.009144	0.555561	0.133233	0.003895	0.092053	0.253741	19.249592	38.662316	42.088091	0.193267	0.386533	0.420200	302.952503	25.746038	10.167848	1.180000	2.370000	2.580000	0.040000	0.080000	0.120000	116.5564	22.249900	94.306500
Rep_2	4.000000	4000	True	CF	3HopRnd	False	0.035695	0.009155	0.784691	0.133820	0.005615	0.000003	0.434922	27.895595	0.000000	72.104405	0.279408	0.000000	0.720592	304.541407	0.000000	10.162742	1.710000	0.000000	4.420000	0.040000	0.000000	0.040000	154.9209	22.347800	132.573100
Coll_2	4.000000	4000	True	CF	3HopRnd	False	0.035668	0.009141	0.496219	0.133873	0.003354	0.031434	0.254651	16.503268	41.176471	42.320261	0.166090	0.412085	0.421825	301.132976	80.167971	10.170783	1.010000	2.520000	2.590000	0.039689	0.079764	0.119453	106.7527	22.356800	84.395900
Cliq_2	6.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.238501	0.477002	0.284497	nan	nan	nan	nan	0.000000	nan	0.060000	0.120000	0.180000	nan	nan	nan
Rep_2	6.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.374021	0.000000	0.625979	nan	nan	nan	nan	0.000000	nan	0.060000	0.000000	0.060000	nan	nan	nan
Coll_2	6.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.220716	0.487652	0.291632	nan	nan	nan	nan	0.000000	nan	0.059973	0.116594	0.176567	nan	nan	nan
Cliq_2	8.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.269257	0.538514	0.192229	nan	nan	nan	nan	0.000000	nan	0.080000	0.160000	0.240000	nan	nan	nan
Rep_2	8.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.453271	0.000000	0.546729	nan	nan	nan	nan	0.000000	nan	0.080000	0.000000	0.080000	nan	nan	nan
Coll_2	8.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.257870	0.544063	0.198067	nan	nan	nan	nan	0.000000	nan	0.079850	0.156373	0.236223	nan	nan	nan
Cliq_2	10.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.290227	0.580455	0.129318	nan	nan	nan	nan	0.000000	nan	0.100000	0.200000	0.300000	nan	nan	nan
Rep_2	10.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.521087	0.000000	0.478913	nan	nan	nan	nan	0.000000	nan	0.100000	0.000000	0.100000	nan	nan	nan
Coll_2	10.000000	4000	True	CF	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.266955	0.596422	0.136622	nan	nan	nan	nan	0.000000	nan	0.099846	0.193114	0.292959	nan	nan	nan
Cliq_2	0	2000	True	PR	3HopRnd	False	0.008628	0.002932	0.042482	0.074573	0	0	0.042482	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.558966	0.000000	0.000000	0.406084	0	0	0	20.0385	12.453600	7.584900
Rep_2	0	2000	True	PR	3HopRnd	False	0.008657	0.002925	0.042472	0.075772	0	0	0.042472	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.558687	0.000000	0.000000	0.405977	0	0	0	20.2361	12.653900	7.582200
Coll_2	0	2000	True	PR	3HopRnd	False	0.008644	0.002937	0.042477	0.074730	0	0	0.042477	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.558712	0.000000	0.000000	0.406025	0	0	0	20.0649	12.479900	7.585000
Cliq_2	1.000000	2000	True	PR	3HopRnd	False	0.008625	0.002940	0.077024	0.036652	0.000058	0.000888	0.039581	2.237083	4.476571	93.286347	0.022378	0.044756	0.932866	156.586746	20.466023	9.568245	0.009082	0.018174	0.378721	0.010000	0.020000	0.030000	19.4758	6.120900	13.354900
Rep_2	1.000000	2000	True	PR	3HopRnd	False	0.008622	0.002929	0.079640	0.036465	0.000059	0.000003	0.041479	2.246488	0.000000	97.753512	0.022470	0.000000	0.977530	154.594809	0.000000	9.568566	0.009121	0.000000	0.396895	0.010000	0.000000	0.010000	19.8793	6.089500	13.789800
Coll_2	1.000000	2000	True	PR	3HopRnd	False	0.008657	0.002932	0.077153	0.036430	0.000051	0.000263	0.039975	1.911793	3.898134	94.190073	0.019143	0.038995	0.941863	152.228860	60.190411	9.568480	0.007764	0.015830	0.382500	0.009993	0.020000	0.029992	19.4588	6.083900	13.374900
Cliq_2	2.000000	2000	True	PR	3HopRnd	False	0.008653	0.002934	0.073063	0.036603	0.000102	0.001715	0.036823	4.410880	8.819356	86.769764	0.044116	0.088233	0.867651	175.589767	20.880785	9.568048	0.017910	0.035811	0.352324	0.020000	0.040000	0.059999	18.8050	6.112700	12.692300
Rep_2	2.000000	2000	True	PR	3HopRnd	False	0.008647	0.002942	0.078569	0.036395	0.000098	0.000002	0.040551	4.487087	0.000000	95.512913	0.044884	0.000000	0.955116	185.945472	0.000000	9.565501	0.018223	0.000000	0.387891	0.020000	0.000000	0.020000	19.6910	6.077800	13.613200
Coll_2	2.000000	2000	True	PR	3HopRnd	False	0.008600	0.002940	0.071899	0.036546	0.000101	0.000639	0.036903	4.310386	8.719392	86.970222	0.043115	0.087206	0.869679	173.267327	55.399672	9.568211	0.017500	0.035400	0.353096	0.020000	0.040000	0.059999	18.6020	6.103100	12.498900
Cliq_2	3.000000	2000	True	PR	3HopRnd	False	0.008638	0.002936	0.068744	0.036497	0.000142	0.002513	0.034175	6.491414	12.982827	80.525759	0.064932	0.129865	0.805203	185.615647	20.976858	9.567312	0.026357	0.052715	0.326963	0.030000	0.059999	0.089999	18.0665	6.095000	11.971500
Rep_2	3.000000	2000	True	PR	3HopRnd	False	0.008653	0.002932	0.076865	0.036573	0.000137	0.000002	0.039583	6.713492	0.000000	93.286508	0.067130	0.000000	0.932870	198.947879	0.000000	9.568008	0.027256	0.000000	0.378730	0.030000	0.000000	0.030000	19.4346	6.107700	13.326900
Coll_2	3.000000	2000	True	PR	3HopRnd	False	0.008647	0.002939	0.067328	0.036863	0.000139	0.000897	0.034189	6.455958	12.974455	80.569587	0.064589	0.129798	0.805614	188.567896	58.724394	9.567679	0.026211	0.052676	0.327109	0.030000	0.059991	0.089991	17.8916	6.156100	11.735500
Cliq_2	4.000000	2000	True	PR	3HopRnd	False	0.008628	0.002930	0.064912	0.036487	0.000177	0.003273	0.031638	8.485257	16.970513	74.544230	0.084891	0.169781	0.745328	194.650424	21.052933	9.566843	0.034453	0.068906	0.302676	0.040000	0.080000	0.120000	17.4236	6.093200	11.330400
Rep_2	4.000000	2000	True	PR	3HopRnd	False	0.008653	0.002939	0.074702	0.036530	0.000177	0.000002	0.038646	8.917060	0.000000	91.082940	0.089159	0.000000	0.910841	204.526395	0.000000	9.568271	0.036201	0.000000	0.369775	0.040000	0.000000	0.040000	19.0675	6.100500	12.967000
Coll_2	4.000000	2000	True	PR	3HopRnd	False	0.008643	0.002939	0.063993	0.036575	0.000174	0.001198	0.032268	8.280010	15.674765	76.045225	0.082817	0.156770	0.760412	193.179777	53.115870	9.567092	0.033613	0.063633	0.308711	0.040000	0.073677	0.113677	17.2866	6.108000	11.178600
Cliq_2	6.000000	2000	True	PR	3HopRnd	False	0.008658	0.002930	0.057576	0.036722	0.000239	0.004705	0.026873	12.230025	24.462456	63.307518	0.122363	0.244726	0.632911	207.774908	21.110770	9.565392	0.049658	0.099326	0.257051	0.060000	0.119999	0.179999	16.2379	6.132600	10.105300
Rep_2	6.000000	2000	True	PR	3HopRnd	False	0.008625	0.002930	0.072827	0.036623	0.000250	0.000003	0.036811	13.234374	0.000000	86.765626	0.132346	0.000000	0.867654	214.882813	0.000000	9.567718	0.053721	0.000000	0.352197	0.060000	0.000000	0.060000	18.7682	6.115900	12.652300
Coll_2	6.000000	2000	True	PR	3HopRnd	False	0.008622	0.002936	0.055851	0.036634	0.000235	0.001659	0.027602	11.883570	23.081549	65.034881	0.118877	0.230907	0.650216	205.285904	56.480513	9.565020	0.048242	0.093701	0.264014	0.059484	0.112999	0.172483	15.9362	6.117900	9.818300
Cliq_2	8.000000	2000	True	PR	3HopRnd	False	0.008621	0.002929	0.051081	0.036525	0.000292	0.006010	0.022522	15.649727	31.299454	53.050819	0.156552	0.313104	0.530344	217.619595	21.146397	9.564433	0.063545	0.127090	0.215410	0.080000	0.160000	0.240000	15.1201	6.099700	9.020400
Rep_2	8.000000	2000	True	PR	3HopRnd	False	0.008659	0.002934	0.068816	0.036707	0.000316	0.000003	0.035053	17.422256	0.000000	82.577744	0.174286	0.000000	0.825714	223.867682	0.000000	9.565593	0.070742	0.000000	0.335303	0.080000	0.000000	0.080000	18.1132	6.130100	11.983100
Coll_2	8.000000	2000	True	PR	3HopRnd	False	0.008636	0.002929	0.048723	0.036880	0.000285	0.002076	0.022846	15.044141	31.132280	53.823579	0.150470	0.311391	0.538138	214.295504	60.879922	9.564294	0.061074	0.126387	0.218506	0.079999	0.155851	0.235850	14.7856	6.158900	8.626700
Cliq_2	10.000000	2000	True	PR	3HopRnd	False	0.008629	0.002931	0.045138	0.036309	0.000339	0.007191	0.018585	18.744138	37.488276	43.767586	0.187508	0.375017	0.437475	224.522954	21.169039	9.562798	0.076113	0.152227	0.177725	0.100000	0.199999	0.299999	14.0920	6.063700	8.028300
Rep_2	10.000000	2000	True	PR	3HopRnd	False	0.008658	0.002925	0.065207	0.036632	0.000379	0.000002	0.033309	21.499194	0.000000	78.500806	0.215051	0.000000	0.784949	230.278076	0.000000	9.567140	0.087275	0.000000	0.318672	0.100000	0.000000	0.100000	17.4963	6.117500	11.378800
Coll_2	10.000000	2000	True	PR	3HopRnd	False	0.008638	0.002941	0.041243	0.036425	0.000329	0.002722	0.019171	18.082548	37.266692	44.650760	0.180881	0.372750	0.446370	223.154920	55.587286	9.456422	0.073418	0.151309	0.181289	0.099999	0.195050	0.295049	13.4626	6.083000	7.379600
Cliq_2	20.000000	2000	True	PR	3HopRnd	False	0.008643	0.002927	0.024085	0.036273	0.000506	0.011275	0.004989	29.427609	58.860029	11.712362	0.294367	0.588734	0.116899	236.150568	21.197686	9.532691	0.119492	0.239004	0.047559	0.200000	0.399999	0.599999	10.5694	6.057600	4.511800
Rep_2	20.000000	2000	True	PR	3HopRnd	False	0.008641	0.002932	0.052290	0.036833	0.000659	0.000002	0.025385	40.219326	0.000000	59.780674	0.402364	0.000000	0.597636	247.830520	0.000000	9.562888	0.163320	0.000000	0.242754	0.200000	0.000000	0.200000	15.3741	6.151200	9.222900
Coll_2	20.000000	2000	True	PR	3HopRnd	False	0.008659	0.002923	0.017780	0.036705	0.000495	0.003444	0.005866	28.735328	57.480277	13.784395	0.287442	0.574913	0.137645	235.696812	67.763910	9.540879	0.116670	0.233379	0.055967	0.199977	0.381536	0.581513	9.5879	6.129800	3.458100
Cliq_2	30.000000	2000	True	PR	3HopRnd	False	0.008648	0.002930	0.016562	0.036122	0.000563	0.012690	0.000257	33.142514	66.294648	0.562838	0.331489	0.662979	0.005532	239.006300	21.210414	8.891659	0.134561	0.269160	0.002285	0.300000	0.599999	0.899999	9.2884	6.032400	3.256000
Rep_2	30.000000	2000	True	PR	3HopRnd	False	0.008654	0.002945	0.039048	0.036448	0.000885	0.000002	0.018583	56.233013	0.000000	43.766987	0.562504	0.000000	0.437496	257.989054	0.000000	9.562777	0.228320	0.000000	0.177705	0.300000	0.000000	0.300000	13.1004	6.086800	7.013600
Coll_2	30.000000	2000	True	PR	3HopRnd	False	0.008663	0.002930	0.008848	0.036588	0.000541	0.003786	0.000947	31.669713	66.151145	2.179142	0.316680	0.661647	0.021673	237.678345	70.941359	9.342826	0.128584	0.268584	0.008848	0.299750	0.539410	0.839160	8.0780	6.110200	1.967800
Cliq_2	40.000000	2000	True	PR	3HopRnd	False	0.008647	0.002936	0.016197	0.036162	0.000565	0.012764	0.000001	33.334135	66.665865	0.000000	0.333333	0.666667	0.000000	239.577572	21.209095	0.000000	0.135361	0.270713	0.000000	0.333333	0.666667	1.000000	9.2350	6.039000	3.196000
Rep_2	40.000000	2000	True	PR	3HopRnd	False	0.008637	0.002947	0.029328	0.036475	0.001071	0.000003	0.012913	69.639679	0.000000	30.360321	0.696648	0.000000	0.303352	263.991013	0.000000	9.545552	0.282734	0.000000	0.123262	0.400000	0.000000	0.400000	11.4822	6.091400	5.390800
Coll_2	40.000000	2000	True	PR	3HopRnd	False	0.008626	0.002918	0.006818	0.036405	0.000728	0.003044	0.000068	44.561700	55.323551	0.114749	0.445640	0.553279	0.001081	248.490873	73.781158	6.850467	0.180901	0.224590	0.000466	0.399916	0.551100	0.951016	7.7065	6.079700	1.626800
Cliq_2	50.000000	2000	True	PR	3HopRnd	False	0.008640	0.002923	0.016221	0.036376	0.000565	0.012760	0.000001	33.334937	66.665063	0.000000	0.333333	0.666667	0.000000	239.525719	21.210386	0.000000	0.135332	0.270645	0.000000	0.333333	0.666667	1.000000	9.2726	6.074900	3.197700
Rep_2	50.000000	2000	True	PR	3HopRnd	False	0.008649	0.002933	0.021498	0.036543	0.001222	0.000003	0.008357	80.347780	0.000000	19.652220	0.803597	0.000000	0.196403	266.972369	0.000000	9.548274	0.326240	0.000000	0.079795	0.500000	0.000000	0.500000	10.1835	6.102700	4.080800
Coll_2	50.000000	2000	True	PR	3HopRnd	False	0.008622	0.002934	0.005971	0.036854	0.000997	0.001982	0.000045	64.190350	35.745725	0.063925	0.642018	0.357382	0.000600	261.413360	73.227406	5.767822	0.260629	0.145137	0.000260	0.499833	0.459850	0.959684	7.6424	6.154500	1.487900
Cliq_2	60.000000	2000	True	PR	3HopRnd	False	0.008645	0.002910	0.016269	0.036350	0.000565	0.012763	0.000001	33.330928	66.669072	0.000000	0.333333	0.666667	0.000000	239.508435	21.207696	0.000000	0.135322	0.270674	0.000000	0.333333	0.666667	1.000000	9.2740	6.070400	3.203600
Rep_2	60.000000	2000	True	PR	3HopRnd	False	0.008648	0.002926	0.013567	0.036406	0.001333	0.000002	0.004994	88.289914	0.000000	11.710086	0.883125	0.000000	0.116875	268.888023	0.000000	9.519236	0.358428	0.000000	0.047539	0.600000	0.000000	0.600000	8.8350	6.079800	2.755200
Coll_2	60.000000	2000	True	PR	3HopRnd	False	0.008614	0.002932	0.005328	0.036444	0.001180	0.001248	0.000025	77.654091	22.324843	0.021066	0.776607	0.223195	0.000198	267.199427	72.631836	3.421402	0.315295	0.090645	0.000086	0.599712	0.369684	0.969395	7.4664	6.086200	1.380200
Cliq_2	70.000000	2000	True	PR	3HopRnd	False	0.008634	0.002920	0.016289	0.036161	0.000565	0.012762	0.000001	33.335739	66.664261	0.000000	0.333333	0.666667	0.000000	239.560288	21.209358	0.000000	0.135352	0.270674	0.000000	0.333333	0.666667	1.000000	9.2476	6.038900	3.208700
Rep_2	70.000000	2000	True	PR	3HopRnd	False	0.008611	0.002937	0.009922	0.036512	0.001414	0.000003	0.002632	93.843342	0.000000	6.156658	0.938631	0.000000	0.061369	269.493956	0.000000	9.498480	0.381064	0.000000	0.025000	0.700000	0.000000	0.700000	8.2459	6.097600	2.148300
Coll_2	70.000000	2000	True	PR	3HopRnd	False	0.008625	0.002929	0.004926	0.036501	0.001329	0.000663	0.000022	88.384369	11.600895	0.014737	0.883977	0.115885	0.000138	270.063782	71.054864	2.720139	0.358915	0.047109	0.000060	0.677096	0.294387	0.971483	7.4082	6.095600	1.312600
Cliq_2	80.000000	2000	True	PR	3HopRnd	False	0.008658	0.002924	0.016197	0.036204	0.000565	0.012761	0.000001	33.333333	66.666667	0.000000	0.333333	0.666667	0.000000	239.491150	21.207194	0.000000	0.135313	0.270625	0.000000	0.333333	0.666667	1.000000	9.2400	6.046100	3.193900
Rep_2	80.000000	2000	True	PR	3HopRnd	False	0.008638	0.002935	0.006461	0.036629	0.001465	0.000002	0.001100	97.458157	0.000000	2.541843	0.974737	0.000000	0.025263	270.151184	0.000000	9.383878	0.395771	0.000000	0.010322	0.800000	0.000000	0.800000	7.6869	6.117000	1.569900
Coll_2	80.000000	2000	True	PR	3HopRnd	False	0.008644	0.002932	0.004598	0.036531	0.001427	0.000297	0.000019	95.170565	4.822494	0.006941	0.951824	0.048110	0.000066	270.783017	65.926189	1.483215	0.386407	0.019580	0.000028	0.799951	0.175428	0.975380	7.3590	6.100600	1.258400
Cliq_2	90.000000	2000	True	PR	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	None	None	None	nan	nan	nan	nan	0.000000	nan	0.900000	0	0.900000	nan	nan	nan
Rep_2	90.000000	2000	True	PR	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	None	None	None	nan	nan	nan	nan	0.000000	nan	0.900000	0	0.900000	nan	nan	nan
